"resultId","raceId","driverId","constructorId","number","grid","position","positionText","positionOrder","points","laps","time","milliseconds","fastestLap","rank","fastestLapTime","fastestLapSpeed","statusId","team","teamnat"
8843,383,102,1,"12",1,"10","10",10,0,49,"\N","\N","\N","\N","\N","\N",4,"McLaren","British"
8844,383,168,3,"5",22,"11","11",11,0,49,"\N","\N","\N","\N","\N","\N",12,"Williams","British"
8847,383,117,1,"11",2,"\N","R",14,0,34,"\N","\N","\N","\N","\N","\N",5,"McLaren","British"
8865,384,117,1,"11",1,"1","1",1,9,70,"1:37:40.958","5860958","\N","\N","\N","\N",1,"McLaren","British"
8869,384,105,6,"27",7,"5","5",5,2,70,"+1:11.884","5932842","\N","\N","\N","\N",1,"Ferrari","Italian"
8870,384,102,1,"12",2,"6","6",6,1,70,"+1:18.269","5939227","\N","\N","\N","\N",1,"McLaren","British"
8878,384,95,3,"5",6,"\N","R",14,0,54,"\N","\N","\N","\N","\N","\N",20,"Williams","British"
8881,384,77,6,"28",4,"\N","R",17,0,35,"\N","\N","\N","\N","\N","\N",20,"Ferrari","Italian"
8883,384,119,3,"6",11,"\N","R",19,0,29,"\N","\N","\N","\N","\N","\N",21,"Williams","British"
8896,385,117,1,"11",2,"1","1",1,9,72,"1:48:43.851","6523851","\N","\N","\N","\N",1,"McLaren","British"
8897,385,95,3,"5",3,"2","2",2,6,72,"+26.232","6550083","\N","\N","\N","\N",1,"Williams","British"
8899,385,102,1,"12",1,"4","4",4,3,72,"+46.710","6570561","\N","\N","\N","\N",1,"McLaren","British"
8900,385,119,3,"6",7,"5","5",5,2,72,"+47.430","6571281","\N","\N","\N","\N",1,"Williams","British"
8901,385,77,6,"28",8,"6","6",6,1,72,"+51.813","6575664","\N","\N","\N","\N",1,"Ferrari","Italian"
8916,385,105,6,"27",10,"\N","R",21,0,15,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
8927,386,102,1,"12",1,"1","1",1,9,51,"1:33:26.173","5606173","\N","\N","\N","\N",1,"McLaren","British"
8928,386,117,1,"11",2,"2","2",2,6,51,"+13.363","5619536","\N","\N","\N","\N",1,"McLaren","British"
8930,386,77,6,"28",3,"4","4",4,3,51,"+1:26.714","5692887","\N","\N","\N","\N",1,"Ferrari","Italian"
8932,386,119,3,"6",11,"6","6",6,1,51,"+1:37.615","5703788","\N","\N","\N","\N",1,"Williams","British"
8937,386,105,6,"27",9,"11","11",11,0,50,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
8948,386,95,3,"5",8,"\N","R",22,0,24,"\N","\N","\N","\N","\N","\N",4,"Williams","British"
8958,387,117,1,"11",2,"1","1",1,9,82,"1:53:14.676","6794676","\N","\N","\N","\N",1,"McLaren","British"
8959,387,102,1,"12",1,"2","2",2,6,82,"+36.387","6831063","\N","\N","\N","\N",1,"McLaren","British"
8961,387,119,3,"6",6,"4","4",4,3,82,"+1:20.088","6874764","\N","\N","\N","\N",1,"Williams","British"
8970,387,95,3,"5",3,"\N","R",13,0,65,"\N","\N","\N","\N","\N","\N",20,"Williams","British"
8979,387,77,6,"28",4,"\N","R",22,0,25,"\N","\N","\N","\N","\N","\N",4,"Ferrari","Italian"
8983,387,105,6,"27",12,"\N","R",26,0,0,"\N","\N","\N","\N","\N","\N",4,"Ferrari","Italian"
8989,388,117,1,"1",5,"1","1",1,9,61,"1:39:45.141","5985141","\N","\N","\N","\N",1,"McLaren","British"
8990,388,137,3,"6",2,"2","2",2,6,61,"+40.547","6025688","\N","\N","\N","\N",1,"Williams","British"
8991,388,140,1,"2",10,"3","3",3,4,61,"+56.758","6041899","\N","\N","\N","\N",1,"McLaren","British"
8992,388,77,6,"28",7,"4","4",4,3,61,"+1:39.235","6084376","\N","\N","\N","\N",1,"Ferrari","Italian"
8994,388,95,3,"5",1,"6","6",6,1,60,"\N","\N","\N","\N","\N","\N",11,"Williams","British"
8996,388,105,6,"27",9,"8","8",8,0,58,"\N","\N","\N","\N","\N","\N",20,"Ferrari","Italian"
9012,389,95,3,"5",2,"1","1",1,9,59,"1:31:24.076","5484076","\N","\N","\N","\N",1,"Williams","British"
9014,389,105,6,"27",6,"3","3",3,4,59,"+39.144","5523220","\N","\N","\N","\N",1,"Ferrari","Italian"
9015,389,140,1,"2",8,"4","4",4,3,59,"+1:00.588","5544664","\N","\N","\N","\N",1,"McLaren","British"
9034,389,77,6,"28",5,"\N","R",23,0,16,"\N","\N","\N","\N","\N","\N",10,"Ferrari","Italian"
9035,389,117,1,"1",3,"\N","R",24,0,14,"\N","\N","\N","\N","\N","\N",10,"McLaren","British"
9037,389,137,3,"6",0,"\N","W",26,0,0,"\N","\N","\N","\N","\N","\N",82,"Williams","British"
9039,390,117,1,"1",6,"1","1",1,9,43,"1:27:03.217","5223217","\N","\N","\N","\N",1,"McLaren","British"
9040,390,140,1,"2",10,"2","2",2,6,43,"+24.764","5247981","\N","\N","\N","\N",1,"McLaren","British"
9052,390,95,3,"5",1,"\N","R",14,0,17,"\N","\N","\N","\N","\N","\N",3,"Williams","British"
9055,390,137,3,"6",2,"\N","R",17,0,11,"\N","\N","\N","\N","\N","\N",43,"Williams","British"
9057,390,105,6,"27",5,"\N","R",19,0,9,"\N","\N","\N","\N","\N","\N",7,"Ferrari","Italian"
9061,390,77,6,"28",4,"\N","R",23,0,2,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
9066,391,137,3,"6",3,"2","2",2,6,78,"+33.212","7107297","\N","\N","\N","\N",1,"Williams","British"
9067,391,105,6,"27",5,"3","3",3,4,78,"+1:12.839","7146924","\N","\N","\N","\N",1,"Ferrari","Italian"
9068,391,77,6,"28",8,"4","4",4,3,77,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
9073,391,117,1,"1",4,"9","9",9,0,75,"\N","\N","\N","\N","\N","\N",5,"McLaren","British"
9080,391,140,1,"2",7,"\N","R",16,0,57,"\N","\N","\N","\N","\N","\N",5,"McLaren","British"
9085,391,95,3,"5",1,"\N","R",21,0,29,"\N","\N","\N","\N","\N","\N",101,"Williams","British"
9092,392,137,3,"6",3,"2","2",2,6,63,"+33.819","6650177","\N","\N","\N","\N",1,"Williams","British"
9093,392,117,1,"1",5,"3","3",3,4,63,"+45.327","6661685","\N","\N","\N","\N",1,"McLaren","British"
9094,392,77,6,"28",12,"4","4",4,3,63,"+1:02.601","6678959","\N","\N","\N","\N",1,"Ferrari","Italian"
9095,392,95,3,"5",1,"5","5",5,2,62,"\N","\N","\N","\N","\N","\N",11,"Williams","British"
9097,392,140,1,"2",11,"7","7",7,0,60,"\N","\N","\N","\N","\N","\N",13,"McLaren","British"
9107,392,105,6,"27",7,"\N","R",17,0,25,"\N","\N","\N","\N","\N","\N",6,"Ferrari","Italian"
9117,393,95,3,"5",1,"1","1",1,9,80,"1:37:03.839","5823839","\N","\N","\N","\N",1,"Williams","British"
9118,393,137,3,"6",4,"2","2",2,6,80,"+7.711","5831550","\N","\N","\N","\N",1,"Williams","British"
9119,393,117,1,"1",2,"3","3",3,4,80,"+55.255","5879094","\N","\N","\N","\N",1,"McLaren","British"
9124,393,140,1,"2",9,"8","8",8,0,74,"\N","\N","\N","\N","\N","\N",16,"McLaren","British"
9126,393,77,6,"28",6,"\N","R",10,0,71,"\N","\N","\N","\N","\N","\N",22,"Ferrari","Italian"
9128,393,105,6,"27",8,"\N","R",12,0,64,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
9143,394,95,3,"5",2,"1","1",1,9,65,"1:19:11.780","4751780","\N","\N","\N","\N",1,"Williams","British"
9144,394,137,3,"6",1,"2","2",2,6,65,"+1.918","4753698","\N","\N","\N","\N",1,"Williams","British"
9154,394,117,1,"1",4,"\N","R",12,0,53,"\N","\N","\N","\N","\N","\N",5,"McLaren","British"
9155,394,105,6,"27",7,"\N","R",13,0,52,"\N","\N","\N","\N","\N","\N",22,"Ferrari","Italian"
9161,394,140,1,"2",10,"\N","R",19,0,18,"\N","\N","\N","\N","\N","\N",5,"McLaren","British"
9164,394,77,6,"28",8,"\N","R",22,0,7,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
9169,395,137,3,"6",4,"1","1",1,9,44,"1:21:25.091","4885091","\N","\N","\N","\N",1,"Williams","British"
9170,395,140,1,"2",8,"2","2",2,6,44,"+1:39.591","4984682","\N","\N","\N","\N",1,"McLaren","British"
9175,395,117,1,"1",3,"7","7",7,0,39,"\N","\N","\N","\N","\N","\N",10,"McLaren","British"
9180,395,95,3,"5",1,"\N","R",12,0,25,"\N","\N","\N","\N","\N","\N",5,"Williams","British"
9184,395,77,6,"28",10,"\N","R",16,0,19,"\N","\N","\N","\N","\N","\N",101,"Ferrari","Italian"
9188,395,105,6,"27",5,"\N","R",20,0,10,"\N","\N","\N","\N","\N","\N",101,"Ferrari","Italian"
9195,396,137,3,"6",3,"1","1",1,9,76,"1:59:26.793","7166793","\N","\N","\N","\N",1,"Williams","British"
9197,396,117,1,"1",4,"3","3",3,4,76,"+1:27.456","7254249","\N","\N","\N","\N",1,"McLaren","British"
9208,396,95,3,"5",1,"14","14",14,0,70,"\N","\N","\N","\N","\N","\N",36,"Williams","British"
9213,396,105,6,"27",5,"\N","R",19,0,43,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
9215,396,140,1,"2",8,"\N","R",21,0,14,"\N","\N","\N","\N","\N","\N",6,"McLaren","British"
9218,396,77,6,"28",2,"\N","R",24,0,13,"\N","\N","\N","\N","\N","\N",24,"Ferrari","Italian"
9221,397,95,3,"5",2,"1","1",1,9,52,"1:18:44.898","4724898","\N","\N","\N","\N",1,"Williams","British"
9222,397,137,3,"6",1,"2","2",2,6,52,"+55.704","4780602","\N","\N","\N","\N",1,"Williams","British"
9226,397,117,1,"1",9,"6","6",6,1,50,"\N","\N","\N","\N","\N","\N",12,"McLaren","British"
9227,397,140,1,"2",14,"7","7",7,0,50,"\N","\N","\N","\N","\N","\N",12,"McLaren","British"
9238,397,105,6,"27",6,"\N","R",18,0,42,"\N","\N","\N","\N","\N","\N",101,"Ferrari","Italian"
9242,397,77,6,"28",3,"\N","R",22,0,5,"\N","\N","\N","\N","\N","\N",101,"Ferrari","Italian"
9247,398,137,3,"6",1,"1","1",1,9,50,"1:14:47.707","4487707","\N","\N","\N","\N",1,"Williams","British"
9249,398,95,3,"5",2,"3","3",3,4,50,"+49.036","4536743","\N","\N","\N","\N",1,"Williams","British"
9250,398,77,6,"28",3,"4","4",4,3,50,"+57.979","4545686","\N","\N","\N","\N",1,"Ferrari","Italian"
9252,398,140,1,"2",11,"6","6",6,1,50,"+1:28.787","4576494","\N","\N","\N","\N",1,"McLaren","British"
9261,398,117,1,"1",5,"15","15",15,0,46,"\N","\N","\N","\N","\N","\N",14,"McLaren","British"
9269,398,105,6,"27",8,"\N","R",23,0,13,"\N","\N","\N","\N","\N","\N",101,"Ferrari","Italian"
9275,399,117,1,"1",3,"1","1",1,9,70,"1:37:03.906","5823906","\N","\N","\N","\N",1,"McLaren","British"
9276,399,77,6,"28",1,"2","2",2,6,70,"+20.493","5844399","\N","\N","\N","\N",1,"Ferrari","Italian"
9277,399,137,3,"6",4,"3","3",3,4,70,"+1:03.295","5887201","\N","\N","\N","\N",1,"Williams","British"
9279,399,140,1,"2",8,"5","5",5,2,69,"\N","\N","\N","\N","\N","\N",11,"McLaren","British"
9290,399,105,6,"27",6,"\N","R",16,0,38,"\N","\N","\N","\N","\N","\N",6,"Ferrari","Italian"
9298,399,95,3,"5",2,"\N","R",24,0,13,"\N","\N","\N","\N","\N","\N",10,"Williams","British"
9301,400,95,3,"5",2,"1","1",1,9,72,"1:49:12.692","6552692","\N","\N","\N","\N",1,"Williams","British"
9302,400,117,1,"1",7,"2","2",2,6,72,"+22.225","6574917","\N","\N","\N","\N",1,"McLaren","British"
9303,400,140,1,"2",11,"3","3",3,4,72,"+30.818","6583510","\N","\N","\N","\N",1,"McLaren","British"
9304,400,137,3,"6",1,"4","4",4,3,72,"+31.450","6584142","\N","\N","\N","\N",1,"Williams","British"
9315,400,105,6,"27",4,"15","15",15,0,67,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
9317,400,77,6,"28",3,"\N","R",17,0,62,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
9328,401,95,3,"5",1,"1","1",1,9,63,"1:26:24.207","5184207","\N","\N","\N","\N",1,"Williams","British"
9329,401,137,3,"6",3,"2","2",2,6,63,"+26.176","5210383","\N","\N","\N","\N",1,"Williams","British"
9345,401,77,6,"28",2,"\N","R",18,0,20,"\N","\N","\N","\N","\N","\N",101,"Ferrari","Italian"
9348,401,105,6,"27",9,"\N","R",21,0,12,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
9350,401,140,1,"2",15,"\N","R",23,0,1,"\N","\N","\N","\N","\N","\N",3,"McLaren","British"
9353,401,117,1,"1",5,"\N","R",26,0,0,"\N","\N","\N","\N","\N","\N",4,"McLaren","British"
9354,402,77,6,"28",1,"1","1",1,9,51,"1:32:58.072","5578072","\N","\N","\N","\N",1,"Ferrari","Italian"
9356,402,140,1,"2",9,"3","3",3,4,51,"+17.694","5595766","\N","\N","\N","\N",1,"McLaren","British"
9357,402,105,6,"27",4,"4","4",4,3,51,"+1:20.441","5658513","\N","\N","\N","\N",1,"Ferrari","Italian"
9360,402,117,1,"1",2,"7","7",7,0,50,"\N","\N","\N","\N","\N","\N",11,"McLaren","British"
9368,402,137,3,"6",5,"15","15",15,0,46,"\N","\N","\N","\N","\N","\N",5,"Williams","British"
9380,402,95,3,"5",0,"\N","W",27,0,0,"\N","\N","\N","\N","\N","\N",3,"Williams","British"
9381,403,77,6,"28",1,"1","1",1,9,82,"1:52:56.144","6776144","\N","\N","\N","\N",1,"Ferrari","Italian"
9382,403,105,6,"27",6,"2","2",2,6,82,"+1:07.884","6844028","\N","\N","\N","\N",1,"Ferrari","Italian"
9389,403,119,3,"5",7,"9","9",9,0,76,"\N","\N","\N","\N","\N","\N",44,"Williams","British"
9391,403,137,3,"6",3,"\N","R",11,0,58,"\N","\N","\N","\N","\N","\N",23,"Williams","British"
9393,403,117,1,"1",2,"\N","R",13,0,53,"\N","\N","\N","\N","\N","\N",23,"McLaren","British"
9395,403,140,1,"2",8,"\N","R",15,0,48,"\N","\N","\N","\N","\N","\N",23,"McLaren","British"
9408,404,137,3,"6",2,"1","1",1,9,61,"1:39:32.583","5972583","\N","\N","\N","\N",1,"Williams","British"
9419,404,105,6,"27",6,"\N","R",12,0,35,"\N","\N","\N","\N","\N","\N",69,"Ferrari","Italian"
9420,404,117,1,"1",9,"\N","R",13,0,30,"\N","\N","\N","\N","\N","\N",5,"McLaren","British"
9422,404,140,6,"28",8,"\N","R",15,0,26,"\N","\N","\N","\N","\N","\N",23,"Ferrari","Italian"
9430,404,177,1,"2",7,"\N","R",23,0,6,"\N","\N","\N","\N","\N","\N",5,"McLaren","British"
9432,404,95,3,"5",3,"\N","R",25,0,0,"\N","\N","\N","\N","\N","\N",20,"Williams","British"
9434,405,95,3,"5",3,"2","2",2,6,72,"+0.014","6527749","\N","\N","\N","\N",1,"Williams","British"
9435,405,117,1,"1",4,"3","3",3,4,72,"+21.552","6549287","\N","\N","\N","\N",1,"McLaren","British"
9436,405,177,1,"2",5,"4","4",4,3,71,"\N","\N","\N","\N","\N","\N",11,"McLaren","British"
9445,405,137,3,"6",2,"\N","R",13,0,39,"\N","\N","\N","\N","\N","\N",5,"Williams","British"
9448,405,105,6,"27",13,"\N","R",16,0,22,"\N","\N","\N","\N","\N","\N",67,"Ferrari","Italian"
9451,405,140,6,"28",11,"\N","R",19,0,11,"\N","\N","\N","\N","\N","\N",23,"Ferrari","Italian"
9458,406,117,1,"1",4,"1","1",1,9,60,"1:32:28.408","5548408","\N","\N","\N","\N",1,"McLaren","British"
9459,406,137,3,"6",2,"2","2",2,6,60,"+7.645","5556053","\N","\N","\N","\N",1,"Williams","British"
9461,406,140,6,"28",7,"4","4",4,3,59,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
9462,406,177,1,"2",6,"5","5",5,2,58,"\N","\N","\N","\N","\N","\N",60,"McLaren","British"
9467,406,105,6,"27",5,"10","10",10,0,56,"\N","\N","\N","\N","\N","\N",101,"Ferrari","Italian"
9479,406,95,3,"5",3,"\N","R",22,0,8,"\N","\N","\N","\N","\N","\N",5,"Williams","British"
9484,407,117,1,"1",1,"1","1",1,9,78,"1:55:41.060","6941060","\N","\N","\N","\N",1,"McLaren","British"
9485,407,177,1,"2",9,"2","2",2,6,78,"+25.022","6966082","\N","\N","\N","\N",1,"McLaren","British"
9487,407,95,3,"5",2,"4","4",4,3,78,"+1:11.402","7012462","\N","\N","\N","\N",1,"Williams","British"
9490,407,137,3,"6",11,"7","7",7,0,77,"\N","\N","\N","\N","\N","\N",11,"Williams","British"
9493,407,140,6,"28",15,"10","10",10,0,75,"\N","\N","\N","\N","\N","\N",13,"Ferrari","Italian"
9500,407,105,6,"27",4,"\N","R",17,0,38,"\N","\N","\N","\N","\N","\N",101,"Ferrari","Italian"
9509,408,95,3,"5",5,"1","1",1,9,43,"1:27:57.925","5277925","\N","\N","\N","\N",1,"Williams","British"
9511,408,140,6,"28",11,"3","3",3,4,43,"+23.592","5301517","\N","\N","\N","\N",1,"Ferrari","Italian"
9512,408,105,6,"27",9,"4","4",4,3,43,"+29.634","5307559","\N","\N","\N","\N",1,"Ferrari","Italian"
9514,408,117,1,"1",3,"6","6",6,1,43,"+2:17.772","5415697","\N","\N","\N","\N",1,"McLaren","British"
9527,408,137,3,"6",1,"\N","R",19,0,16,"\N","\N","\N","\N","\N","\N",101,"Williams","British"
9530,408,177,1,"2",8,"\N","R",22,0,6,"\N","\N","\N","\N","\N","\N",5,"McLaren","British"
9534,409,95,3,"5",1,"1","1",1,9,69,"1:42:26.415","6146415","\N","\N","\N","\N",1,"Williams","British"
9535,409,117,1,"1",4,"2","2",2,6,69,"+20.659","6167074","\N","\N","\N","\N",1,"McLaren","British"
9536,409,137,3,"6",3,"3","3",3,4,69,"+36.262","6182677","\N","\N","\N","\N",1,"Williams","British"
9537,409,177,1,"2",6,"4","4",4,3,69,"+1:35.673","6242088","\N","\N","\N","\N",1,"McLaren","British"
9541,409,105,6,"27",11,"8","8",8,0,68,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
9551,409,140,6,"28",18,"\N","R",18,0,29,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
9561,410,117,1,"1",7,"3","3",3,4,63,"+31.824","6704671","\N","\N","\N","\N",1,"McLaren","British"
9562,410,105,6,"27",11,"4","4",4,3,63,"+1:30.936","6763783","\N","\N","\N","\N",1,"Ferrari","Italian"
9563,410,95,3,"5",2,"5","5",5,2,62,"\N","\N","\N","\N","\N","\N",11,"Williams","British"
9573,410,137,3,"6",3,"\N","R",15,0,41,"\N","\N","\N","\N","\N","\N",3,"Williams","British"
9574,410,140,6,"28",5,"\N","R",16,0,40,"\N","\N","\N","\N","\N","\N",10,"Ferrari","Italian"
9581,410,177,1,"2",9,"\N","R",23,0,12,"\N","\N","\N","\N","\N","\N",7,"McLaren","British"
9585,411,95,3,"5",2,"1","1",1,9,80,"1:37:19.272","5839272","\N","\N","\N","\N",1,"Williams","British"
9586,411,117,1,"1",5,"2","2",2,6,80,"+17.128","5856400","\N","\N","\N","\N",1,"McLaren","British"
9587,411,137,3,"6",3,"3","3",3,4,80,"+37.545","5876817","\N","\N","\N","\N",1,"Williams","British"
9588,411,177,1,"2",7,"4","4",4,3,80,"+48.703","5887975","\N","\N","\N","\N",1,"McLaren","British"
9592,411,105,6,"27",9,"8","8",8,0,78,"\N","\N","\N","\N","\N","\N",12,"Ferrari","Italian"
9605,411,140,6,"28",10,"\N","R",21,0,5,"\N","\N","\N","\N","\N","\N",101,"Ferrari","Italian"
9611,412,95,3,"5",2,"1","1",1,9,75,"1:30:38.471","5438471","\N","\N","\N","\N",1,"Williams","British"
9612,412,137,3,"6",1,"2","2",2,6,75,"+5.574","5444045","\N","\N","\N","\N",1,"Williams","British"
9613,412,117,1,"1",6,"3","3",3,4,74,"\N","\N","\N","\N","\N","\N",11,"McLaren","British"
9622,412,105,6,"27",12,"\N","R",12,0,51,"\N","\N","\N","\N","\N","\N",101,"Ferrari","Italian"
9631,412,140,6,"28",18,"\N","R",21,0,20,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
9632,412,177,1,"2",5,"\N","R",22,0,7,"\N","\N","\N","\N","\N","\N",6,"McLaren","British"
9637,413,137,3,"6",5,"1","1",1,9,44,"1:22:08.263","4928263","\N","\N","\N","\N",1,"Williams","British"
9639,413,95,3,"5",6,"3","3",3,4,44,"+44.580","4972843","\N","\N","\N","\N",1,"Williams","British"
9641,413,177,1,"2",1,"5","5",5,2,43,"\N","\N","\N","\N","\N","\N",60,"McLaren","British"
9642,413,117,1,"1",2,"6","6",6,1,43,"\N","\N","\N","\N","\N","\N",60,"McLaren","British"
9647,413,140,6,"28",11,"11","11",11,0,41,"\N","\N","\N","\N","\N","\N",41,"Ferrari","Italian"
9661,413,105,6,"27",10,"\N","R",25,0,6,"\N","\N","\N","\N","\N","\N",7,"Ferrari","Italian"
9663,414,137,3,"6",2,"1","1",1,9,76,"2:00:34.508","7234508","\N","\N","\N","\N",1,"Williams","British"
9665,414,95,3,"5",4,"3","3",3,4,75,"\N","\N","\N","\N","\N","\N",11,"Williams","British"
9666,414,140,6,"28",7,"4","4",4,3,75,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
9677,414,177,1,"2",5,"\N","R",15,0,34,"\N","\N","\N","\N","\N","\N",22,"McLaren","British"
9680,414,105,6,"27",15,"\N","R",18,0,29,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
9682,414,117,1,"1",3,"\N","R",20,0,23,"\N","\N","\N","\N","\N","\N",3,"McLaren","British"
9689,415,117,1,"1",5,"1","1",1,9,52,"1:21:22.531","4882531","\N","\N","\N","\N",1,"McLaren","British"
9690,415,105,6,"27",9,"2","2",2,6,51,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
9691,415,140,6,"28",14,"3","3",3,4,50,"\N","\N","\N","\N","\N","\N",12,"Ferrari","Italian"
9697,415,177,1,"2",3,"9","9",9,0,47,"\N","\N","\N","\N","\N","\N",10,"McLaren","British"
9700,415,95,3,"5",6,"\N","R",12,0,32,"\N","\N","\N","\N","\N","\N",86,"Williams","British"
9701,415,137,3,"6",7,"\N","R",13,0,29,"\N","\N","\N","\N","\N","\N",5,"Williams","British"
9715,416,137,3,"6",6,"1","1",1,9,51,"1:17:42.889","4662889","\N","\N","\N","\N",1,"Williams","British"
9716,416,95,3,"5",3,"2","2",2,6,51,"+9.828","4672717","\N","\N","\N","\N",1,"Williams","British"
9717,416,140,6,"28",12,"3","3",3,4,51,"+22.915","4685804","\N","\N","\N","\N",1,"Ferrari","Italian"
9718,416,177,1,"2",8,"4","4",4,3,51,"+53.809","4716698","\N","\N","\N","\N",1,"McLaren","British"
9727,416,105,6,"27",9,"\N","R",13,0,33,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
9732,416,117,1,"1",2,"\N","D",18,0,27,"\N","\N","\N","\N","\N","\N",2,"McLaren","British"
9742,417,95,3,"5",2,"1","1",1,9,70,"1:37:21.900","5841900","\N","\N","\N","\N",1,"Williams","British"
9743,417,117,1,"1",3,"2","2",2,6,70,"+18.772","5860672","\N","\N","\N","\N",1,"McLaren","British"
9744,417,137,3,"6",6,"3","3",3,4,70,"+49.274","5891174","\N","\N","\N","\N",1,"Williams","British"
9746,417,105,6,"27",13,"5","5",5,2,69,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
9747,417,140,6,"28",8,"6","6",6,1,69,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
9760,417,177,1,"2",7,"\N","R",19,0,41,"\N","\N","\N","\N","\N","\N",10,"McLaren","British"
9770,418,117,1,"1",6,"2","2",2,6,68,"+25.438","5624138","\N","\N","\N","\N",1,"McLaren","British"
9772,418,137,3,"6",2,"4","4",4,3,67,"\N","\N","\N","\N","\N","\N",11,"Williams","British"
9773,418,95,3,"5",3,"5","5",5,2,67,"\N","\N","\N","\N","\N","\N",11,"Williams","British"
9780,418,140,6,"28",14,"12","12",12,0,64,"\N","\N","\N","\N","\N","\N",101,"Ferrari","Italian"
9788,418,177,1,"2",11,"\N","R",20,0,32,"\N","\N","\N","\N","\N","\N",29,"McLaren","British"
9789,418,105,6,"27",12,"\N","R",21,0,10,"\N","\N","\N","\N","\N","\N",101,"Ferrari","Italian"
9794,419,117,1,"1",4,"1","1",1,9,82,"1:54:20.388","6860388","\N","\N","\N","\N",1,"McLaren","British"
9795,419,137,3,"6",2,"2","2",2,6,82,"+4.205","6864593","\N","\N","\N","\N",1,"Williams","British"
9796,419,140,6,"28",12,"3","3",3,4,81,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
9805,419,95,3,"5",1,"\N","R",12,0,63,"\N","\N","\N","\N","\N","\N",27,"Williams","British"
9807,419,177,1,"2",7,"\N","R",14,0,62,"\N","\N","\N","\N","\N","\N",27,"McLaren","British"
9819,419,105,6,"27",9,"\N","R",26,0,0,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
9820,420,117,1,"2",6,"1","1",1,9,61,"1:41:26.115","6086115","\N","\N","\N","\N",1,"McLaren","British"
9821,420,105,6,"27",1,"2","2",2,6,61,"+3.259","6089374","\N","\N","\N","\N",1,"Ferrari","Italian"
9823,420,163,6,"28",7,"4","4",4,3,59,"\N","\N","\N","\N","\N","\N",12,"Ferrari","Italian"
9835,420,158,51,"23",18,"\N","R",16,0,42,"\N","\N","\N","\N","\N","\N",5,"Alfa Romeo","Swiss"
9837,420,182,1,"1",9,"\N","R",18,0,27,"\N","\N","\N","\N","\N","\N",69,"McLaren","British"
9839,420,119,51,"22",14,"\N","R",20,0,20,"\N","\N","\N","\N","\N","\N",29,"Alfa Romeo","Swiss"
9840,420,177,3,"6",2,"\N","R",21,0,10,"\N","\N","\N","\N","\N","\N",101,"Williams","British"
9842,420,95,3,"5",5,"\N","R",23,0,8,"\N","\N","\N","\N","\N","\N",43,"Williams","British"
9846,421,105,6,"27",5,"2","2",2,6,67,"+1:02.978","7290984","\N","\N","\N","\N",1,"Ferrari","Italian"
9849,421,95,3,"5",9,"5","5",5,2,65,"\N","\N","\N","\N","\N","\N",12,"Williams","British"
9852,421,140,6,"28",11,"8","8",8,0,62,"\N","\N","\N","\N","\N","\N",15,"Ferrari","Italian"
9855,421,182,1,"1",7,"\N","R",11,0,49,"\N","\N","\N","\N","\N","\N",5,"McLaren","British"
9856,421,158,51,"23",14,"\N","R",12,0,36,"\N","\N","\N","\N","\N","\N",5,"Alfa Romeo","Swiss"
9857,421,117,1,"2",2,"\N","R",13,0,30,"\N","\N","\N","\N","\N","\N",20,"McLaren","British"
9863,421,177,3,"6",3,"\N","R",19,0,16,"\N","\N","\N","\N","\N","\N",20,"Williams","British"
9867,421,119,51,"22",13,"\N","R",23,0,4,"\N","\N","\N","\N","\N","\N",20,"Alfa Romeo","Swiss"
9874,422,182,1,"1",8,"4","4",4,3,59,"\N","\N","\N","\N","\N","\N",11,"McLaren","British"
9875,422,95,3,"5",7,"5","5",5,2,58,"\N","\N","\N","\N","\N","\N",12,"Williams","British"
9876,422,140,6,"28",15,"6","6",6,1,57,"\N","\N","\N","\N","\N","\N",60,"Ferrari","Italian"
9881,422,117,1,"2",6,"\N","D",11,0,60,"\N","\N","\N","\N","\N","\N",2,"McLaren","British"
9882,422,158,51,"23",12,"\N","R",12,0,50,"\N","\N","\N","\N","\N","\N",5,"Alfa Romeo","Swiss"
