"resultId","raceId","driverId","constructorId","number","grid","position","positionText","positionOrder","points","laps","time","milliseconds","fastestLap","rank","fastestLapTime","fastestLapSpeed","statusId","team","teamnat"
1,18,1,1,"22",1,"1","1",1,10,58,"1:34:50.616","5690616","39","2","1:27.452","218.300",1,"McLaren","British"
3,18,3,3,"7",7,"3","3",3,6,58,"+8.163","5698779","41","5","1:28.090","216.719",1,"Williams","British"
5,18,5,1,"23",3,"5","5",5,4,58,"+18.014","5708630","43","1","1:27.418","218.385",1,"McLaren","British"
6,18,6,3,"8",13,"6","6",6,3,57,"\N","\N","50","14","1:29.639","212.974",11,"Williams","British"
8,18,8,6,"1",15,"8","8",8,1,53,"\N","\N","20","4","1:27.903","217.180",5,"Ferrari","Italian"
13,18,13,6,"2",4,"\N","R",13,0,29,"\N","\N","23","6","1:28.175","216.510",5,"Ferrari","Italian"
14,18,14,9,"9",8,"\N","R",14,0,25,"\N","\N","21","11","1:29.502","213.300",4,"Red Bull","Austrian"
17,18,17,9,"10",14,"\N","R",17,0,0,"\N","\N","\N","\N","\N","\N",4,"Red Bull","Austrian"
23,19,8,6,"1",2,"1","1",1,10,56,"1:31:18.555","5478555","37","2","1:35.405","209.158",1,"Ferrari","Italian"
25,19,5,1,"23",8,"3","3",3,6,56,"+38.450","5517005","19","7","1:35.922","208.031",1,"McLaren","British"
27,19,1,1,"22",9,"5","5",5,4,56,"+46.548","5525103","53","3","1:35.462","209.033",1,"McLaren","British"
29,19,17,9,"10",6,"7","7",7,2,56,"+1:08.130","5546685","53","12","1:36.696","206.366",1,"Red Bull","Austrian"
31,19,14,9,"9",12,"9","9",9,0,56,"+1:16.220","5554775","55","9","1:36.206","207.417",1,"Red Bull","Austrian"
36,19,3,3,"7",16,"14","14",14,0,55,"\N","\N","55","13","1:36.782","206.182",11,"Williams","British"
39,19,6,3,"8",22,"17","17",17,0,54,"\N","\N","19","17","1:37.711","204.222",12,"Williams","British"
41,19,13,6,"2",1,"\N","R",19,0,30,"\N","\N","15","5","1:35.914","208.048",20,"Ferrari","Italian"
45,20,13,6,"2",2,"1","1",1,10,57,"1:31:06.970","5466970","38","3","1:33.600","208.153",1,"Ferrari","Italian"
46,20,8,6,"1",4,"2","2",2,8,57,"+3.339","5470309","35","4","1:33.709","207.911",1,"Ferrari","Italian"
49,20,5,1,"23",5,"5","5",5,4,57,"+26.789","5493759","49","1","1:33.193","209.062",1,"McLaren","British"
51,20,17,9,"10",11,"7","7",7,2,57,"+45.473","5512443","51","8","1:34.305","206.597",1,"Red Bull","Austrian"
52,20,3,3,"7",8,"8","8",8,1,57,"+55.889","5522859","57","6","1:34.072","207.109",1,"Williams","British"
57,20,1,1,"22",3,"13","13",13,0,56,"\N","\N","25","19","1:35.520","203.969",11,"McLaren","British"
58,20,6,3,"8",16,"14","14",14,0,56,"\N","\N","30","17","1:35.433","204.155",11,"Williams","British"
62,20,14,9,"9",17,"18","18",18,0,56,"\N","\N","43","16","1:35.351","204.331",11,"Red Bull","Austrian"
67,21,8,6,"1",1,"1","1",1,10,66,"1:38:19.051","5899051","46","1","1:21.670","205.191",1,"Ferrari","Italian"
68,21,13,6,"2",3,"2","2",2,8,66,"+3.228","5902279","45","2","1:21.801","204.863",1,"Ferrari","Italian"
69,21,1,1,"22",5,"3","3",3,6,66,"+4.187","5903238","20","3","1:22.017","204.323",1,"McLaren","British"
71,21,17,9,"10",7,"5","5",5,4,66,"+35.938","5934989","19","8","1:22.564","202.969",1,"Red Bull","Austrian"
73,21,6,3,"8",12,"7","7",7,2,66,"+58.244","5957295","48","15","1:23.549","200.576",1,"Williams","British"
78,21,14,9,"9",17,"12","12",12,0,65,"\N","\N","57","11","1:22.842","202.288",11,"Red Bull","Austrian"
80,21,3,3,"7",15,"\N","R",14,0,41,"\N","\N","20","13","1:23.319","201.130",5,"Williams","British"
83,21,5,1,"23",6,"\N","R",17,0,21,"\N","\N","19","6","1:22.453","203.243",3,"McLaren","British"
89,22,13,6,"2",1,"1","1",1,10,58,"1:26:49.451","5209451","16","3","1:26.666","221.734",1,"Ferrari","Italian"
90,22,1,1,"22",3,"2","2",2,8,58,"+3.779","5213230","31","2","1:26.529","222.085",1,"McLaren","British"
91,22,8,6,"1",4,"3","3",3,6,58,"+4.271","5213722","20","1","1:26.506","222.144",1,"Ferrari","Italian"
95,22,17,9,"10",6,"7","7",7,2,58,"+1:04.229","5273680","14","7","1:27.630","219.294",1,"Red Bull","Austrian"
96,22,3,3,"7",11,"8","8",8,1,58,"+1:11.406","5280857","55","9","1:27.795","218.882",1,"Williams","British"
97,22,14,9,"9",10,"9","9",9,0,58,"+1:15.270","5284721","41","12","1:27.966","218.457",1,"Red Bull","Austrian"
100,22,5,1,"23",2,"12","12",12,0,57,"\N","\N","55","8","1:27.640","219.269",11,"McLaren","British"
107,22,6,3,"8",16,"\N","R",19,0,1,"\N","\N","\N","\N","\N","\N",4,"Williams","British"
109,23,1,1,"22",3,"1","1",1,10,76,"2:00:42.742","7242742","71","6","1:18.510","153.152",1,"McLaren","British"
111,23,13,6,"2",1,"3","3",3,6,76,"+4.811","7247553","76","4","1:17.886","154.379",1,"Ferrari","Italian"
112,23,17,9,"10",9,"4","4",4,5,76,"+19.295","7262037","74","8","1:19.036","152.133",1,"Red Bull","Austrian"
115,23,6,3,"8",13,"7","7",7,2,76,"+30.180","7272922","75","13","1:19.910","150.469",1,"Williams","British"
116,23,5,1,"23",4,"8","8",8,1,76,"+33.191","7275933","74","2","1:17.282","155.586",1,"McLaren","British"
117,23,8,6,"1",2,"9","9",9,0,76,"+33.792","7276534","74","1","1:16.689","156.789",1,"Ferrari","Italian"
124,23,3,3,"7",6,"\N","R",16,0,59,"\N","\N","58","15","1:21.270","147.951",3,"Williams","British"
127,23,14,9,"9",15,"\N","R",19,0,7,"\N","\N","7","20","1:42.112","117.753",3,"Red Bull","Austrian"
131,24,14,9,"9",13,"3","3",3,6,70,"+23.352","5807579","36","7","1:18.085","201.057",1,"Red Bull","Austrian"
133,24,13,6,"2",6,"5","5",5,4,70,"+43.934","5828161","11","6","1:18.006","201.261",1,"Ferrari","Italian"
137,24,5,1,"23",7,"9","9",9,0,70,"+54.433","5838660","62","11","1:18.462","200.091",1,"McLaren","British"
138,24,3,3,"7",5,"10","10",10,0,70,"+54.749","5838976","14","5","1:17.977","201.336",1,"Williams","British"
140,24,17,9,"10",10,"12","12",12,0,70,"+1:11.299","5855526","51","8","1:18.201","200.759",1,"Red Bull","Austrian"
143,24,6,3,"8",12,"\N","R",15,0,46,"\N","\N","30","14","1:18.784","199.273",3,"Williams","British"
146,24,8,6,"1",3,"\N","R",18,0,19,"\N","\N","14","1","1:17.387","202.871",4,"Ferrari","Italian"
147,24,1,1,"22",1,"\N","R",19,0,19,"\N","\N","4","3","1:17.506","202.559",4,"McLaren","British"
149,25,13,6,"2",2,"1","1",1,10,70,"1:31:50.245","5510245","20","2","1:16.729","206.956",1,"Ferrari","Italian"
150,25,8,6,"1",1,"2","2",2,8,70,"+17.984","5528229","16","1","1:16.630","207.224",1,"Ferrari","Italian"
152,25,5,1,"23",10,"4","4",4,5,70,"+28.929","5539174","46","3","1:17.134","205.870",1,"McLaren","British"
154,25,17,9,"10",6,"6","6",6,3,70,"+40.304","5550549","22","6","1:17.507","204.879",1,"Red Bull","Austrian"
157,25,14,9,"9",7,"9","9",9,0,70,"+51.021","5561266","23","12","1:17.818","204.060",1,"Red Bull","Austrian"
158,25,1,1,"22",13,"10","10",10,0,70,"+54.538","5564783","40","5","1:17.453","205.022",1,"McLaren","British"
163,25,6,3,"8",15,"15","15",15,0,69,"\N","\N","60","15","1:18.054","203.443",11,"Williams","British"
164,25,3,3,"7",19,"16","16",16,0,69,"\N","\N","38","17","1:18.311","202.776",11,"Williams","British"
169,26,1,1,"22",4,"1","1",1,10,60,"1:39:09.440","5949440","16","3","1:32.817","199.398",1,"McLaren","British"
172,26,8,6,"1",3,"4","4",4,5,59,"\N","\N","18","1","1:32.150","200.842",11,"Ferrari","Italian"
173,26,5,1,"23",1,"5","5",5,4,59,"\N","\N","17","5","1:33.130","198.728",11,"McLaren","British"
176,26,6,3,"8",15,"8","8",8,1,59,"\N","\N","21","14","1:34.277","196.310",11,"Williams","British"
177,26,3,3,"7",20,"9","9",9,0,59,"\N","\N","21","16","1:34.797","195.234",11,"Williams","British"
178,26,17,9,"10",2,"10","10",10,0,59,"\N","\N","17","4","1:32.952","199.109",11,"Red Bull","Austrian"
181,26,13,6,"2",9,"13","13",13,0,58,"\N","\N","19","8","1:33.257","198.458",12,"Ferrari","Italian"
188,26,14,9,"9",11,"\N","R",20,0,0,"\N","\N","\N","\N","\N","\N",4,"Red Bull","Austrian"
189,27,1,1,"22",1,"1","1",1,10,67,"1:31:20.874","5480874","17","2","1:16.039","216.552",1,"McLaren","British"
191,27,13,6,"2",2,"3","3",3,6,67,"+9.339","5490213","19","5","1:16.502","215.241",1,"Ferrari","Italian"
193,27,5,1,"23",3,"5","5",5,4,67,"+12.411","5493285","63","4","1:16.495","215.261",1,"McLaren","British"
194,27,8,6,"1",6,"6","6",6,3,67,"+14.403","5495277","66","3","1:16.342","215.692",1,"Ferrari","Italian"
198,27,3,3,"7",13,"10","10",10,0,67,"+37.625","5518499","34","15","1:17.380","212.799",1,"Williams","British"
201,27,14,9,"9",10,"13","13",13,0,67,"+54.971","5535845","18","11","1:16.994","213.866",1,"Red Bull","Austrian"
202,27,6,3,"8",16,"14","14",14,0,67,"+1:00.003","5540877","23","17","1:17.691","211.947",1,"Williams","British"
207,27,17,9,"10",8,"\N","R",19,0,40,"\N","\N","20","14","1:17.206","213.278",5,"Red Bull","Austrian"
209,28,5,1,"23",2,"1","1",1,10,70,"1:37:27.067","5847067","19","7","1:21.753","192.917",1,"McLaren","British"
211,28,8,6,"1",6,"3","3",3,6,70,"+16.856","5863923","61","1","1:21.195","194.243",1,"Ferrari","Italian"
213,28,1,1,"22",1,"5","5",5,4,70,"+23.048","5870115","15","3","1:21.493","193.533",1,"McLaren","British"
217,28,17,9,"10",8,"9","9",9,0,70,"+58.834","5905901","67","10","1:22.125","192.043",1,"Red Bull","Austrian"
219,28,14,9,"9",13,"11","11",11,0,70,"+1:10.407","5917474","67","16","1:22.732","190.634",1,"Red Bull","Austrian"
221,28,6,3,"8",16,"13","13",13,0,69,"\N","\N","67","18","1:23.307","189.319",11,"Williams","British"
222,28,3,3,"7",14,"14","14",14,0,69,"\N","\N","57","12","1:22.397","191.409",11,"Williams","British"
225,28,13,6,"2",3,"17","17",17,0,67,"\N","\N","16","2","1:21.355","193.861",5,"Ferrari","Italian"
229,29,13,6,"2",1,"1","1",1,10,57,"1:35:32.339","5732339","36","1","1:38.708","197.637",1,"Ferrari","Italian"
230,29,1,1,"22",2,"2","2",2,8,57,"+5.611","5737950","16","2","1:38.884","197.285",1,"McLaren","British"
232,29,5,1,"23",5,"4","4",4,5,57,"+39.703","5772042","19","3","1:39.112","196.831",1,"McLaren","British"
236,29,3,3,"7",9,"8","8",8,1,57,"+1:11.457","5803796","35","10","1:39.577","195.912",1,"Williams","British"
240,29,17,9,"10",14,"12","12",12,0,56,"\N","\N","27","14","1:40.264","194.570",11,"Red Bull","Austrian"
243,29,6,3,"8",11,"15","15",15,0,56,"\N","\N","56","13","1:39.803","195.469",11,"Williams","British"
245,29,14,9,"9",17,"17","17",17,0,56,"\N","\N","13","19","1:40.978","193.194",11,"Red Bull","Austrian"
246,29,8,6,"1",4,"\N","R",18,0,45,"\N","\N","34","5","1:39.424","196.214",5,"Ferrari","Italian"
249,30,13,6,"2",2,"1","1",1,10,44,"1:22:59.394","4979394","26","3","1:48.222","232.987",1,"Ferrari","Italian"
251,30,1,1,"22",1,"3","3",3,6,44,"+10.539","4989933","20","2","1:48.135","233.175",1,"McLaren","British"
256,30,17,9,"10",7,"8","8",8,1,44,"+42.776","5022170","34","10","1:49.515","230.236",1,"Red Bull","Austrian"
258,30,5,1,"23",3,"10","10",10,0,43,"\N","\N","35","4","1:48.223","232.985",6,"McLaren","British"
259,30,14,9,"9",14,"11","11",11,0,43,"\N","\N","19","11","1:50.177","228.853",11,"Red Bull","Austrian"
260,30,3,3,"7",15,"12","12",12,0,43,"\N","\N","32","15","1:50.656","227.862",11,"Williams","British"
262,30,6,3,"8",19,"14","14",14,0,43,"\N","\N","35","17","1:50.970","227.218",11,"Williams","British"
266,30,8,6,"1",4,"18","18",18,0,42,"\N","\N","24","1","1:47.930","233.618",20,"Ferrari","Italian"
270,31,5,1,"23",2,"2","2",2,8,53,"+12.512","5220006","53","13","1:30.300","230.950",1,"McLaren","British"
274,31,13,6,"2",6,"6","6",6,3,53,"+28.816","5236310","52","4","1:29.696","232.505",1,"Ferrari","Italian"
275,31,1,1,"22",15,"7","7",7,2,53,"+29.912","5237406","52","5","1:29.721","232.440",1,"McLaren","British"
276,31,17,9,"10",3,"8","8",8,1,53,"+32.048","5239542","52","3","1:29.681","232.544",1,"Red Bull","Austrian"
277,31,8,6,"1",14,"9","9",9,0,53,"+39.468","5246962","53","1","1:28.047","236.859",1,"Ferrari","Italian"
280,31,6,3,"8",18,"12","12",12,0,53,"+1:02.015","5269509","53","11","1:30.215","231.167",1,"Williams","British"
282,31,3,3,"7",5,"14","14",14,0,53,"+1:08.635","5276129","53","10","1:30.019","231.671",1,"Williams","British"
284,31,14,9,"9",13,"16","16",16,0,52,"\N","\N","49","17","1:32.459","225.557",11,"Red Bull","Austrian"
290,32,3,3,"7",8,"2","2",2,8,61,"+2.957","7039261","39","5","1:46.454","171.352",1,"Williams","British"
291,32,1,1,"22",2,"3","3",3,6,61,"+5.917","7042221","14","4","1:46.072","171.969",1,"McLaren","British"
295,32,14,9,"9",14,"7","7",7,2,61,"+16.387","7052691","41","13","1:47.562","169.587",1,"Red Bull","Austrian"
296,32,6,3,"8",10,"8","8",8,1,61,"+18.489","7054793","13","10","1:47.287","170.022",1,"Williams","British"
298,32,5,1,"23",5,"10","10",10,0,61,"+26.902","7063206","14","12","1:47.337","169.943",1,"McLaren","British"
301,32,13,6,"2",1,"13","13",13,0,61,"+35.170","7071474","13","2","1:45.757","172.482",1,"Ferrari","Italian"
303,32,8,6,"1",3,"15","15",15,0,57,"\N","\N","14","1","1:45.599","172.740",3,"Ferrari","Italian"
306,32,17,9,"10",13,"\N","R",18,0,29,"\N","\N","13","17","1:49.183","167.069",7,"Red Bull","Austrian"
311,33,8,6,"1",2,"3","3",3,6,67,"+6.400","5428292","66","2","1:18.995","207.947",1,"Ferrari","Italian"
315,33,13,6,"2",5,"7","7",7,2,67,"+46.158","5468050","55","1","1:18.426","209.456",1,"Ferrari","Italian"
316,33,17,9,"10",13,"8","8",8,1,67,"+50.811","5472703","30","13","1:19.820","205.798",1,"Red Bull","Austrian"
319,33,3,3,"7",15,"11","11",11,0,67,"+1:02.096","5483988","66","10","1:19.531","206.545",1,"Williams","British"
320,33,1,1,"22",1,"12","12",12,0,67,"+1:18.900","5500792","65","11","1:19.560","206.470",1,"McLaren","British"
323,33,6,3,"8",14,"15","15",15,0,66,"\N","\N","32","15","1:20.364","204.404",11,"Williams","British"
325,33,5,1,"23",3,"\N","R",17,0,16,"\N","\N","12","5","1:19.258","207.257",5,"McLaren","British"
328,33,14,9,"9",11,"\N","R",20,0,0,"\N","\N","\N","\N","\N","\N",4,"Red Bull","Austrian"
329,34,1,1,"22",1,"1","1",1,10,56,"1:31:57.403","5517403","13","1","1:36.325","203.722",1,"McLaren","British"
330,34,13,6,"2",3,"2","2",2,8,56,"+14.925","5532328","36","4","1:36.591","203.161",1,"Ferrari","Italian"
331,34,8,6,"1",2,"3","3",3,6,56,"+16.445","5533848","14","2","1:36.483","203.389",1,"Ferrari","Italian"
338,34,14,9,"9",15,"10","10",10,0,56,"+1:14.842","5592245","27","14","1:37.753","200.746",1,"Red Bull","Austrian"
340,34,6,3,"8",17,"12","12",12,0,56,"+1:30.847","5608250","54","17","1:38.019","200.202",1,"Williams","British"
342,34,17,9,"10",16,"14","14",14,0,56,"+1:32.422","5609825","10","13","1:37.680","200.896",1,"Red Bull","Austrian"
343,34,3,3,"7",14,"15","15",15,0,55,"\N","\N","38","10","1:37.246","201.793",11,"Williams","British"
346,34,5,1,"23",5,"\N","R",18,0,49,"\N","\N","32","11","1:37.302","201.677",9,"McLaren","British"
349,35,13,6,"2",1,"1","1",1,10,71,"1:34:11.435","5651435","36","1","1:13.736","210.377",1,"Ferrari","Italian"
351,35,8,6,"1",3,"3","3",3,6,71,"+16.235","5667670","59","3","1:14.117","209.296",1,"Ferrari","Italian"
353,35,1,1,"22",4,"5","5",5,4,71,"+38.907","5690342","31","4","1:14.159","209.177",1,"McLaren","British"
355,35,5,1,"23",5,"7","7",7,2,71,"+55.074","5706509","36","6","1:14.207","209.042",1,"McLaren","British"
357,35,17,9,"10",12,"9","9",9,0,71,"+1:19.666","5731101","40","14","1:15.033","206.741",1,"Red Bull","Austrian"
360,35,3,3,"7",18,"12","12",12,0,70,"\N","\N","35","12","1:14.934","207.014",11,"Williams","British"
365,35,6,3,"8",16,"17","17",17,0,69,"\N","\N","50","18","1:15.865","204.473",12,"Williams","British"
368,35,14,9,"9",14,"\N","R",20,0,0,"\N","\N","\N","\N","\N","\N",4,"Red Bull","Austrian"
369,36,8,6,"6",1,"1","1",1,10,58,"1:25:28.770","5128770","41","1","1:25.235","223.978",1,"Ferrari","Italian"
370,36,4,1,"1",2,"2","2",2,8,58,"+7.242","5136012","20","2","1:26.314","221.178",1,"McLaren","British"
371,36,1,1,"2",4,"3","3",3,6,58,"+18.595","5147365","20","3","1:26.351","221.083",1,"McLaren","British"
374,36,13,6,"5",22,"6","6",6,3,58,"+1:06.805","5195575","28","8","1:27.044","219.323",1,"Ferrari","Italian"
375,36,3,3,"16",12,"7","7",7,2,57,"\N","\N","40","5","1:26.721","220.140",11,"Williams","British"
381,36,17,9,"15",7,"13","13",13,0,57,"\N","\N","21","9","1:27.501","218.178",11,"Red Bull","Austrian"
386,36,25,3,"17",15,"\N","R",18,0,48,"\N","\N","24","16","1:28.303","216.196",4,"Williams","British"
387,36,14,9,"14",18,"\N","R",19,0,48,"\N","\N","44","11","1:27.706","217.668",4,"Red Bull","Austrian"
391,37,4,1,"1",2,"1","1",1,10,56,"1:32:14.930","5534930","42","2","1:36.861","206.014",1,"McLaren","British"
392,37,1,1,"2",4,"2","2",2,8,56,"+17.557","5552487","22","1","1:36.701","206.355",1,"McLaren","British"
393,37,8,6,"6",3,"3","3",3,6,56,"+18.339","5553269","40","4","1:37.228","205.237",1,"Ferrari","Italian"
395,37,13,6,"5",1,"5","5",5,4,56,"+36.705","5571635","42","3","1:37.199","205.298",1,"Ferrari","Italian"
399,37,25,3,"17",19,"9","9",9,0,56,"+1:29.924","5624854","19","8","1:37.864","203.903",1,"Williams","British"
400,37,17,9,"15",10,"10","10",10,0,56,"+1:33.556","5628486","55","14","1:38.540","202.504",1,"Red Bull","Austrian"
409,37,3,3,"16",6,"\N","R",19,0,42,"\N","\N","18","6","1:37.704","204.237",9,"Williams","British"
410,37,14,9,"14",13,"\N","R",20,0,36,"\N","\N","28","11","1:38.098","203.416",23,"Red Bull","Austrian"
413,38,13,6,"5",1,"1","1",1,10,57,"1:33:27.515","5607515","42","1","1:34.067","207.120",1,"Ferrari","Italian"
414,38,1,1,"2",2,"2","2",2,8,57,"+2.360","5609875","18","2","1:34.270","206.674",1,"McLaren","British"
415,38,8,6,"6",3,"3","3",3,6,57,"+10.839","5618354","39","3","1:34.357","206.483",1,"Ferrari","Italian"
417,38,4,1,"1",4,"5","5",5,4,57,"+14.426","5621941","46","4","1:34.420","206.346",1,"McLaren","British"
422,38,3,3,"16",10,"10","10",10,0,57,"+1:29.916","5697431","51","11","1:35.556","203.893",1,"Williams","British"
423,38,25,3,"17",11,"11","11",11,0,56,"\N","\N","27","16","1:35.992","202.966",11,"Williams","British"
429,38,17,9,"15",8,"\N","R",17,0,41,"\N","\N","37","12","1:35.705","203.575",6,"Red Bull","Austrian"
430,38,14,9,"14",21,"\N","R",18,0,36,"\N","\N","34","9","1:35.384","204.260",30,"Red Bull","Austrian"
435,39,13,6,"5",1,"1","1",1,10,65,"1:31:36.230","5496230","14","1","1:22.680","202.685",1,"Ferrari","Italian"
436,39,1,1,"2",4,"2","2",2,8,65,"+6.790","5503020","20","2","1:22.876","202.205",1,"McLaren","British"
437,39,4,1,"1",2,"3","3",3,6,65,"+17.456","5513686","17","3","1:22.966","201.986",1,"McLaren","British"
439,39,14,9,"14",9,"5","5",5,4,65,"+58.331","5554561","18","8","1:23.524","200.636",1,"Red Bull","Austrian"
440,39,3,3,"16",11,"6","6",6,3,65,"+59.538","5555768","60","10","1:23.693","200.231",1,"Williams","British"
453,39,8,6,"6",3,"\N","R",19,0,9,"\N","\N","7","6","1:23.475","200.754",22,"Ferrari","Italian"
455,39,17,9,"15",19,"\N","R",21,0,7,"\N","\N","4","21","1:26.323","194.131",9,"Red Bull","Austrian"
456,39,25,3,"17",18,"\N","R",22,0,1,"\N","\N","\N","\N","\N","\N",4,"Williams","British"
457,40,4,1,"1",1,"1","1",1,10,78,"1:40:29.329","6029329","44","1","1:15.284","159.715",1,"McLaren","British"
458,40,1,1,"2",2,"2","2",2,8,78,"+4.095","6033424","28","2","1:15.372","159.528",1,"McLaren","British"
459,40,13,6,"5",3,"3","3",3,6,78,"+1:09.114","6098443","47","4","1:16.183","157.830",1,"Ferrari","Italian"
463,40,25,3,"17",11,"7","7",7,2,77,"\N","\N","40","7","1:16.658","156.852",11,"Williams","British"
464,40,8,6,"6",16,"8","8",8,1,77,"\N","\N","62","6","1:16.592","156.987",11,"Ferrari","Italian"
468,40,3,3,"16",5,"12","12",12,0,77,"\N","\N","70","11","1:16.991","156.174",11,"Williams","British"
470,40,14,9,"14",13,"14","14",14,0,76,"\N","\N","75","8","1:16.786","156.591",12,"Red Bull","Austrian"
477,40,17,9,"15",6,"\N","R",21,0,17,"\N","\N","17","21","1:18.998","152.206",6,"Red Bull","Austrian"
479,41,1,1,"2",1,"1","1",1,10,70,"1:44:11.292","6251292","37","2","1:16.494","205.239",1,"McLaren","British"
481,41,25,3,"17",19,"3","3",3,6,70,"+5.325","6256617","67","11","1:17.947","201.413",1,"Williams","British"
483,41,8,6,"6",4,"5","5",5,4,70,"+13.007","6264299","21","5","1:16.861","204.259",1,"Ferrari","Italian"
485,41,4,1,"1",2,"7","7",7,2,70,"+21.936","6273228","46","1","1:16.367","205.580",1,"McLaren","British"
487,41,17,9,"15",6,"9","9",9,0,70,"+22.960","6274252","47","9","1:17.618","202.267",1,"Red Bull","Austrian"
488,41,3,3,"16",7,"10","10",10,0,70,"+23.984","6275276","42","6","1:17.156","203.478",1,"Williams","British"
494,41,14,9,"14",14,"\N","R",16,0,36,"\N","\N","19","16","1:18.981","198.776",6,"Red Bull","Austrian"
499,41,13,6,"5",5,"\N","D",21,0,51,"\N","\N","22","4","1:16.849","204.291",2,"Ferrari","Italian"
501,42,1,1,"2",1,"1","1",1,10,73,"1:31:09.965","5469965","20","2","1:13.222","206.101",1,"McLaren","British"
502,42,4,1,"1",2,"2","2",2,8,73,"+1.5","5471465","21","3","1:13.257","206.003",1,"McLaren","British"
503,42,13,6,"5",3,"3","3",3,6,73,"+12.8","5482765","50","4","1:13.380","205.658",1,"Ferrari","Italian"
504,42,8,6,"6",4,"4","4",4,5,73,"+15.4","5485365","49","1","1:13.117","206.397",1,"Ferrari","Italian"
507,42,17,9,"15",9,"7","7",7,2,73,"+67.3","5537265","57","8","1:14.004","203.924",1,"Red Bull","Austrian"
510,42,25,3,"17",17,"10","10",10,0,72,"\N","\N","41","13","1:14.486","202.604",11,"Williams","British"
516,42,3,3,"16",14,"16","16",16,0,68,"\N","\N","34","11","1:14.066","203.753",5,"Williams","British"
520,42,14,9,"14",11,"\N","R",20,0,0,"\N","\N","\N","\N","\N","\N",4,"Red Bull","Austrian"
523,43,8,6,"6",3,"1","1",1,10,70,"1:30:54.200","5454200","20","2","1:16.207","208.374",1,"Ferrari","Italian"
524,43,13,6,"5",1,"2","2",2,8,70,"+2.414","5456614","42","1","1:16.099","208.670",1,"Ferrari","Italian"
525,43,1,1,"2",2,"3","3",3,6,70,"+32.153","5486353","39","4","1:16.587","207.340",1,"McLaren","British"
529,43,4,1,"1",10,"7","7",7,2,70,"+56.516","5510716","36","3","1:16.495","207.590",1,"McLaren","British"
531,43,3,3,"16",9,"9","9",9,0,70,"+1:08.505","5522705","69","9","1:17.011","206.199",1,"Williams","British"
534,43,17,9,"15",14,"12","12",12,0,69,"\N","\N","69","14","1:17.249","205.563",11,"Red Bull","Austrian"
535,43,14,9,"14",16,"13","13",13,0,69,"\N","\N","68","15","1:17.447","205.038",11,"Red Bull","Austrian"
536,43,25,3,"17",18,"14","14",14,0,69,"\N","\N","69","13","1:17.240","205.587",11,"Williams","British"
545,44,8,6,"6",2,"1","1",1,10,59,"1:21:43.074","4903074","17","1","1:20.638","229.514",1,"Ferrari","Italian"
546,44,4,1,"1",3,"2","2",2,8,59,"+2.459","4905533","35","3","1:21.117","228.159",1,"McLaren","British"
547,44,1,1,"2",1,"3","3",3,6,59,"+39.373","4942447","11","4","1:21.675","226.600",1,"McLaren","British"
549,44,13,6,"5",4,"5","5",5,4,59,"+54.063","4957137","17","2","1:20.858","228.890",1,"Ferrari","Italian"
555,44,14,9,"14",12,"11","11",11,0,58,"\N","\N","40","12","1:23.118","222.666",11,"Red Bull","Austrian"
556,44,3,3,"16",17,"12","12",12,0,58,"\N","\N","49","11","1:22.896","223.262",11,"Williams","British"
557,44,25,3,"17",13,"13","13",13,0,58,"\N","\N","57","10","1:22.693","223.810",11,"Williams","British"
566,44,17,9,"15",11,"\N","R",22,0,8,"\N","\N","6","19","1:23.767","220.941",9,"Red Bull","Austrian"
567,45,4,1,"1",2,"1","1",1,10,60,"2:06:26.358","7586358","35","2","1:33.231","198.783",1,"McLaren","British"
568,45,13,6,"5",3,"2","2",2,8,60,"+8.155","7594513","34","1","1:32.853","199.592",1,"Ferrari","Italian"
569,45,17,9,"15",6,"3","3",3,6,60,"+1:05.674","7652032","29","8","1:34.449","196.220",1,"Red Bull","Austrian"
570,45,25,3,"17",12,"4","4",4,5,60,"+1:05.937","7652295","33","5","1:34.235","196.665",1,"Williams","British"
571,45,14,9,"14",20,"5","5",5,4,60,"+1:13.656","7660014","48","6","1:34.316","196.496",1,"Red Bull","Austrian"
575,45,1,1,"2",10,"9","9",9,0,59,"\N","\N","29","3","1:33.401","198.421",11,"McLaren","British"
580,45,8,6,"6",1,"\N","R",14,0,34,"\N","\N","32","4","1:33.904","197.359",9,"Ferrari","Italian"
586,45,3,3,"16",11,"\N","R",20,0,2,"\N","\N","2","20","2:50.950","108.410",20,"Williams","British"
589,46,1,1,"2",1,"1","1",1,10,70,"1:35:52.991","5752991","13","2","1:20.171","196.724",1,"McLaren","British"
590,46,8,6,"6",3,"2","2",2,8,70,"+0.715","5753706","70","1","1:20.047","197.029",1,"Ferrari","Italian"
592,46,4,1,"1",6,"4","4",4,5,70,"+44.858","5797849","49","3","1:20.324","196.349",1,"McLaren","British"
595,46,3,3,"16",4,"7","7",7,2,70,"+59.139","5812130","68","6","1:20.672","195.502",1,"Williams","British"
597,46,17,9,"15",9,"9","9",9,0,70,"+1:16.331","5829322","63","7","1:20.915","194.915",1,"Red Bull","Austrian"
599,46,14,9,"14",10,"11","11",11,0,69,"\N","\N","67","14","1:21.553","193.390",11,"Red Bull","Austrian"
601,46,13,6,"5",14,"13","13",13,0,69,"\N","\N","37","11","1:20.981","194.756",11,"Ferrari","Italian"
